,target,data,seq_len
4219,0,movie version paint by numbers picture tell supposed ca n't really call work art,14
4220,1,'re hard raunchy college humor ticket right,7
4221,0,bad certainly without merit entertainment,5
4222,1,impressive hybrid,2
4223,0,shots children smiling camera typical documentary footage hurts overall impact film 's makes better travelogue movie,16
4224,1,version moves beyond original 's nostalgia communal film experiences yesteryear deeper realization cinema 's inability stand true lived experience,19
4225,0,major problem windtalkers bulk movie centers wrong character,8
4226,1,saved merely way cool basic credible compassion,7
4227,0,wishy washy melodramatic movie shows us plenty sturm und drung explains characters ' decisions unsatisfactorily,15
4228,1,successfully blended satire high camp yet another sexual taboo really funny movie,12
4229,0,koepp 's screenplay n't nearly surprising clever enough sustain reasonable degree suspense,12
4230,0,pretentious editing ruins potentially terrific flick,6
4231,1,remarkable movie unsatisfying ending point,5
4232,1,exhilarating experience,2
4233,1,unflinchingly bleak desperate,3
4234,1,huppert girardot give performances exceptional honesty,6
4235,0,pretend like sat scores 120 might notice flaws,8
4236,1,uneven self conscious often hilarious spoof,6
4237,0,story multi million dollar con bothered include con,8
4238,1,full surprises,2
4239,1,talk darned assured absolutely idea main characters film well way yet 's hard stop watching,15
4240,1,efficient suitably anonymous chiller,4
4241,1,times guys taps powerful emotions kind material effective stage 's motion picture 's utterly static picture,16
4242,1,unforgettable look morality family social expectation prism omnibus tradition called marriage,11
4243,0,string rehashed sight gags based insipid vulgarity,7
4244,0,jokes telegraphed far advance must lost mail,7
4245,1,audacious outrageous sexually explicit psychologically probing pure libido film year arrived portugal,12
4246,1,'re content clever pseudo bio manages good time doles pieces famous director 's life eisenstein delivers,16
4247,1,confluence kiddie entertainment sophisticated wit symbolic graphic design,8
4248,1,shyamalan takes potentially trite overused concept aliens come earth infuses rustic realistic altogether creepy tale hidden invasion,17
4249,0,go far enough humor stock ideas stand particularly memorable even funny,11
4250,0,'s bad sign thriller instantly know whodunit,7
4251,1,must end world best film far year franchise sequel starring wesley snipes,12
4252,0,one big laugh three four mild giggles whole lot much else,11
4253,0,circle friends keeps getting smaller one characters long time dead says ' 'm telling f ed ' maybe reading minds audience,21
4254,1,brutally honest told humor poignancy makes message resonate,8
4255,0,hopefully 'll dollar theatres time christmas rolls around wait see,10
4256,1,pleasures afford may enough keep many moviegoers occupied amidst serious minded concerns year end movies,15
4257,1,strange delightfully,2
4258,0,actors forced grapple hazy motivations never come focus,8
4259,0,porn film without sex scenes,5
4260,0,nightmare date half formed wit done great disservice lack critical distance sad trust liberal arts college bumper sticker platitudes,19
4261,1,'s tough watch 's fantastic movie,6
4262,0,john mctiernan 's botched remake may subtler norman jewison 's 1975 ultraviolent futuristic corporate sports saga 's also stupider,19
4263,0,guilty pleasure best worth seeing unless want laugh,8
4264,1,psychological thriller smart script obsessive compulsive 's attention detail,9
4265,1,maryam small film offers large rewards,6
4266,1,ferrara 's strongest touching movie recent years,7
4267,0,name says jackass vulgar cheap looking version candid camera staged marquis de sade set,14
4268,0,unfortunately heartbreak hospital wants convey kind haughtiness sketchy material territory already explored previously better aplomb sardonic wit,17
4269,0,godard 's ode tackling life 's wonderment rambling incoherent manifesto vagueness topical excess praise love remains ponderous pretentious endeavor 's unfocused tediously exasperating,23
4270,0,summary plot n't quite justice awfulness movie comes painfully execution,10
4271,0,director boris von sychowski instead opts routine slasher film probably fun make sit,13
4272,0,though avary done best make something ellis ' nothing novel end rules barely worth following,15
4273,0,blanket statements dime store ruminations vanity worries rich sudden wisdom film becomes sermon running time,15
4274,0,rare birds shipping news attempt made transplant hollywood star newfoundland 's wild soil rock resists intrusion,16
4275,0,nijinsky says ' know suffer ' see film 'll know,10
4276,1,disturbing brilliant documentary,3
4277,1,brown sugar signals director rick famuyiwa 's emergence articulate grown up voice african american cinema,15
4278,0,come learn many times fingers count jason killer n't know meaning word 'quit ' filmmakers might want look,18
4279,1,moving weighty depiction one family 's attempts heal death child,10
4280,0,sinks usual cafeteria goulash fart jokes masturbation jokes racist japanese jokes,11
4281,1,almost peerlessly unsettling,3
4282,0,everything 's serious poetic earnest sadly dull,7
4283,0,4ever sledgehammer appeal pokemon videos breathes big screen induces headaches slowly,11
4284,0,kiss waste,2
4285,1,song second verse coulda better coulda worse,7
4286,0,sensual performance abbass buoys flimsy story inner journey largely unexplored 're left wondering exotic looking woman whose emotional depths hinted,20
4287,1,painting unabashedly romantic picture nation whose songs spring directly lives people movie exalts marxian dream honest working folk little show labor living harmoniously joined song,25
4288,1,solid cast assured direction complete lack modern day irony,9
4289,1,runs pure adrenalin pacino 's performance,6
4290,0,friday next kind film could made african americans broad racial insensitivity towards african americans,14
4291,1,edifying glimpse wit revolutionary spirit performers era,7
4292,0,preachy parable stylized touch john woo bullet ballet,8
4293,0,brosnan 's finest non bondish performance yet fails overcome film 's manipulative sentimentality annoying stereotypes,15
4294,0,however may please love movies blare pop songs young science fiction fans stomp away disgust,15
4295,0,n't many laughs interesting study cultural mores georgian jews tel aviv,11
4296,0,film produced jerry bruckheimer directed joel schumacher reflects worst shallow styles wildly overproduced inadequately motivated every step way demographically targeted please every one one,24
4297,0,mostly film hectic homiletic two parts exhausting men black mayhem one part family values,14
4298,1,psychoanalytical provocatively also refreshingly literary,5
4299,1,probes light hearted way romantic problems individuals yearning passion spells discontent,11
4300,0,way tolerate insipid brutally clueless film might large dose painkillers,10
4301,0,cold dreary weather perfect metaphor movie contains laughs much drama,10
4302,0,one based on truth stories persuades every scene could never really happened way,13
4303,0,likely turn repellent movie 2002,5
4304,0,dull inconsistent dishonest female bonding picture,6
4305,1,hawn 's character bluntly written without trace sentimentality blisteringly defined every character seems overlooked underwritten,15
4306,0,'s next rob schneider dana carvey sarah michelle gellar philadelphia story david spade citizen kane,15
4307,0,reno thankless situation film ricochets humor violence back ryoko hirosue makes us wonder always like,15
4308,1,writer director walter hill hypermasculine element able inject real vitality even art pulpy concept many hands would completely forgettable,19
4309,1,rehearsals frequently fascinating results last dance whatever flaws fulfills one facet mission making want find whether case 's true,19
4310,1,weakest four harry potter books transformed stronger two films thinnest margins,11
4311,1,nearly surreal dabbling french simple movie 'll taking risk choose see enjoyed ride bumps creamy depth ultimate theme,18
4312,0,stale uninspired,2
4313,1,everything works average higher mary recent comedies,7
4314,1,off beat fanciful film human need monsters blame amiss world,10
4315,1,well made often lovely depiction mysteries friendship,7
4316,1,movie despite rough edges tendency sag certain places wry engrossing,10
4317,1,highlights terrific performances christopher plummer prime villain nathan lane vincent crummles eccentric theater company manager,15
4318,1,savvy exploration paranoia insecurity america 's culture fear,8
4319,1,want see train wreck ca n't look away look,9
4320,0,'s suspension disbelief 's bad screenwriting film packs wallop latter,10
4321,0,well made mush hearted,4
4322,1,magic original running time ace japanimator hayao miyazaki 's spirited away survives intact bv 's re voiced version,18
4323,1,good documentary make interesting subject thought would leave cold case point doug pray 's scratch,15
4324,0,hypnotically dull relentlessly downbeat laughably predictable wail pitched cadence depressed fifteen year old 's suicidal poetry,16
4325,0,finally coming miramax 's deep shelves couple aborted attempts waking reno makes strong case letting sleeping dogs lie,18
4326,0,really another genre picture,4
4327,1,grant certainly amusing hollowness character plays keeps arms length,9
4328,1,kickass dense sci fi action thriller hybrid delivers n't seen one long wonder n't recognize first,16
4329,1,mischievous visual style oodles charm make 'cherish ' good great movie,11
4330,1,immensely entertaining look unsung heroes 20th century pop music,9
4331,1,surprisingly 'solid ' achievement director malcolm d lee writer john ridley,11
4332,0,taken purely exercise style oppressively gloomy techno horror clambake impossible ignore movie 's humorless disjointed mess,16
4333,0,bigelow handles nuclear crisis sequences evenly milks drama building suspense drags many scenes toward end move quickly,17
4334,0,william shatner pompous professor sole bright spot,7
4335,1,'s another retelling alexandre dumas ' classic knows works direction kevin reynolds,12
4336,1,polished relatively sincere piece escapism,5
4337,0,four feathers definitely horse feathers go knowing might fun cinematic sandbox,11
4338,0,future one hopes mr plympton find room one member little band professional screenwriter,13
4339,0,one say balding 50 year old actor playing innocent boy carved log,12
4340,0,'s sincere fault unfortunately compelling much fun,7
4341,1,draw big bad love solid performance arliss howard,8
4342,0,strangely comes kingdom mild wild,5
4343,1,times film 's reach exceeds grasp production works often n't,10
4344,1,script smart cloying,3
4345,1,secretary movie fetishism movie passion,5
4346,1,though argue ranks best herzog 's works invincible shows 's back form astoundingly rich film,15
4347,1,jolie gives extra little something makes worth checking theaters especially 're mood something comfortable challenging,15
4348,0,'s refreshing someone understands need bad boy diesel brawny frame cool composed delivery fits bill perfectly,16
4349,1,kind attentive concern hoffman brings characters giving private lessons time first public recital,13
4350,0,abandon leave wanting abandon theater,5
4351,0,maudlin sharp,2
4352,0,paint fights motorized scooter chases dewy eyed sentiment 's pretty listless collection kid movie clich s,16
4353,1,broomfield 's film n't capture effect tragic deaths hip hop culture succeeds powerful look failure justice system,17
4354,0,buries interesting storyline morality choices make underneath mountain clich s borrowed images might accurately titled mr chips old block,19
4355,0,oozes condescension every pore,4
4356,1,although fairly involving far goes film n't end much fresh say growing catholic really anything,15
4357,0,cold scattered minority report commands interest almost solely exercise gorgeous visuals 's vintage spielberg finally minimally satisfying,17
4358,0,'s funniest american comedy since graffiti bridge,7
4359,0,excitement eating oatmeal,3
4360,1,average coming of age tale elevated wholesome twist pesky mother interfering son 's discovery homosexuality,15
4361,1,noyce creates film near hypnotic physical beauty even tells story horrifying heart breakingly extensive annals white on black racism,19
4362,1,tasty appetizer leaves wanting,4
4363,0,really advantage invest subtlety warmth animatronic bear humans acting like puppets,11
4364,1,enjoyable undercover brother zany mix saturday night live style parody '70s blaxploitation films goofball action comedy gone wild dishes ton laughs everyone enjoy,23
4365,0,one definitely one skip even horror movie fanatics,8
4366,1,respites marshall keeps energy humming edits unlike moulin rouge crisp purposeful without overdoing,13
4367,1,spielberg 's picture smarter subtler total recall blade runner although plot may prove convoluted fun seeking summer audiences,18
4368,1,best grand scale moviemaking larger than life figure artist awarded mythic status contemporary culture,14
4369,0,'s something fundamental missing story something someone care,8
4370,1,finely crafted finely written exquisitely performed,6
4371,1,enjoy hate later,3
4372,0,picture murder numbers easy bored abc 's despite whopping shootouts,10
4373,0,even summertime restless young audience deserves dignity action hero motivated something franchise possibilities,13
4374,1,based dave barry 's popular book name movie benefits real writer plot characters ' moves overlapping story,17
4375,0,film 's relationship actual tension christmas tree flocking spray actual snow poor durable imitation,14
4376,0,immaculate stuart little 2 could lot better well adventurous,9
4377,0,dignified ceo 's meet rustic retreat pee tree bear laughter,10
4378,0,anyone suffers film deserves least big box consolation candy,9
4379,1,wo n't believe much laugh audacity 's casting sheer insanity,10
4380,1,must see sides political spectrum,5
4381,0,bad operative word bad company n't mean good way,9
4382,0,clear 's trying say even doubt would interesting,8
4383,1,kudos enchanting film year,4
4384,0,new ways describing badness need invented describe exactly bad,9
4385,0,ends offering nothing latest schwarzenegger stallone flick would,8
4386,1,wanton slipperiness corpus amiable jerking reshaping physical time space would make great piece watch kids use introduce video art,19
4387,0,robin williams departs fun friendly demeanor exchange darker unnerving role,10
4388,0,time 've learned hard way complex international terrorism collateral damage paints absurdly simplistic picture,14
4389,0,beautiful images solemn words disguise slack complacency godard 's vision gorgeous piano strings soundtrack drown tinny self righteousness voice,19
4390,0,like leafing album photos accompanied sketchiest captions,7
4391,1,zinger filled crowd pleaser open minded elvis fans means fun,10
4392,1,dogtown z boys exposes roots skateboarding boom would become punk kids ' revolution,13
4393,0,egoyan 's movie complicated sustain involvement 'll excuse little critical heresy intellectually ambitious,13
4394,1,jewish ww ii doc n't trying simply out shock out outrage out depress potential audience knew,16
4395,0,way reasonably intelligent person get country bears ponder whole segment pop music history allowed get wet fuzzy sticky,18
4396,0,american adobo heart palate right place brain little scattered ditsy even,11
4397,1,britney delivered big screen safe sound way like 20 year old superstar girls travel fame freeway,16
4398,0,choppy overlong documentary 'the lifestyle ',6
4399,1,entertaining british hybrid comedy caper thrills quirky romance,8
4400,1,better message 'love thyself ' could young women size receive,10
4401,0,master disguise awful 's pauly shore awful n't say n't warned,11
4402,0,elmo touts drug 51 times stronger coke 're looking tale brits behaving badly watch snatch 's 51 times better,19
4403,0,weird resonances actor role 're exactly flattering,7
4404,1,green guts monster movies go 's beaut,7
4405,1,perhaps best sports movie 've ever seen,7
4406,0,movie two absorbing characters engaged romance ca n't wait see end,11
4407,1,gleefully grungy hilariously wicked black comedy,6
4408,1,enjoy thoughtful comedies interesting conflicted characters one,7
4409,1,'s nicely detailed world pawns bishops kings wagers dingy backrooms pristine forests,12
4410,0,peculiar misfire even tunney ca n't save,7
4411,1,moore provides invaluable service sparking debate encouraging thought better still remaining one savagely hilarious social critics side jonathan swift,19
4412,0,four feathers lacks genuine sweep feeling even character worth caring,10
4413,0,problem needlessly poor quality archival prints film footage images lack contrast murky frequently dark decipherable,15
4414,1,none meaningful memorable frosting n't either would n't turn big bowl would,12
4415,0,could pointed little chiller frightening seductiveness new technology loses faith viability succumbs joyless special effects excess,16
4416,0,'s frightful vanity film doubt pays debt miramax felt owed benigni,11
4417,1,may particularly innovative film 's crisp unaffected style air gentle longing make unexpectedly rewarding,14
4418,1,k 19 go annals cinema one great submarine stories engaging exciting narrative man confronting demons fear paranoia,17
4419,0,art direction often exquisite anthropomorphic animal characters beautifully realized clever makeup design leaving one hope eventual dvd release offer subtitles original italian language soundtrack,24
4420,1,intensely romantic thought provoking even engaging mystery,7
4421,0,lack opposing viewpoints soon grows tiresome film feels like series toasts testimonial dinner documentary,14
4422,1,graced kind social texture realism would foreign american teen comedies,10
4423,1,'s unnerving suspense 're 'll find ring indisputably spooky film screenplay die,12
4424,1,actors fantastic makes worth trip theatre,6
4425,1,melds derivative elements something often quite rich exciting always beauty behold,11
4426,1,refreshing,1
4427,0,death smoochy tells moldy oldie not nearly as nasty as it thinks it is joke,15
4428,0,country bears scenes upset frighten young viewers unfortunately almost nothing flat effort amuse entertain either,15
4429,1,'s stylishly directed verve,4
4430,1,asks nothing audience sit back enjoy couple great actors hamming,10
4431,0,whole thing succeeded making groggy,5
4432,0,anyone high tech splatterfests advised take warning literally log something user friendly,12
4433,0,except paymer boss ultimately expresses empathy bartleby 's pain performances stylized drained human emotion,14
4434,0,problem movie idea serious,4
4435,0,soulless jumble ineptly assembled cliches pabulum plays like 95 minute commercial nba properties,13
4436,0,showcase scenic splendor mountains legendary actor michel serrault film less successful levels,12
4437,0,movie seems confident enough handle subtlety dives soapy bathos,9
4438,0,issues presented lousy way complete year 's unintentionally funniest moments 's impossible care,13
4439,1,large mr kilmer 's movie 's strongest performance since doors,10
4440,0,tries hard overreaches logic world,5
4441,0,film 's ideas stretched point evaporation whole central section one big chase seems goal urgency 's filler,17
4442,0,neither revelatory truly edgy merely crassly flamboyant comedically labored,9
4443,1,p anderson understands grandness romance love great equalizer calm us daily ills bring joys lives never knew possible,18
4444,0,one not so small problem expecting entire exercise real point,10
4445,0,n't amount much anything,4
4446,1,director charles stone iii applies detail film 's music story line 's best drumline energy,15
4447,1,powers team fashioned comedy laughs many question time 's mold gold,11
4448,1,martin barbara complex characters sometimes tender sometimes angry delicate performances sven wollter viveka seldahl make hopes frustrations vivid,18
4449,0,author 's devotees probably find fascinating others may find baffling,10
4450,1,dull surreal ache mortal awareness emerges radiant character portrait,9
4451,1,amiable picture talks tough 's bluster end 's sweet greenfingers,10
4452,0,requisite faux urban vibe hotter two years ago rap r b names references,13
4453,1,drama temptation salvation good intentions thoughtful examination faith love power,10
4454,1,although much like first movie based j k rowling 's phenomenal fantasy best sellers second go round possesses quite pleasing headlong thrust likably delinquent attitude,25
4455,1,important movie reminder power film move us make us examine values,11
4456,1,visual flourishes little obvious restrained subtle storytelling fine performances make delicate coming of age tale treat,16
4457,1,despite floating narrative remarkably accessible haunting film,7
4458,0,contains big laughs many graze funny bone miss altogether part consciously dumbed down approach wears thin,16
4459,0,first good bothersome excellent acting direction,6
4460,0,slop n't even potential cult film 's loud shout insults screen,11
4461,0,one so so films could much better,7
4462,1,morton usual brilliant,3
4463,1,jackson always watchable,3
4464,1,stephen rea aidan quinn alan bates play desmond 's legal eagles joined brosnan sight grandiloquent quartet lolling pretty irish settings pleasant enough thing 't,24
4465,1,one best looking stylish animated movies quite,7
4466,0,well funnier,2
4467,0,director capable cast appear caught heady whirl new age inspired good intentions spell cast n't least bit mesmerizing,18
4468,0,real life strongman ahola lacks charisma ability carry film admittedly broad shoulders,12
4469,1,properly spooky film power spirits influence us whether believe,9
4470,1,think 've figured bielinsky 's great game 's 're trouble 's con 're mark,14
4471,0,best thing said picture cute moments,6
4472,1,farcical elements seemed pat familiar hold interest yet diverting grim message good one,13
4473,0,'s mediocre despite dynamic duo marquee ca n't get satisfaction,10
4474,1,one mr chabrol 's subtlest works also one uncanny,9
4475,0,plays like one conversations comic book guy simpsons,8
4476,1,victor rosa leguizamo 's best movie work far subtle richly internalized performance,12
4477,1,far heaven dazzling conceptual feat 's work enthralling drama,9
4478,1,'s really one good idea movie director runs presents unforgettable visual panache,12
4479,1,es divertida visualmente espectacular y muy entretenida simple y sencillamente te sorprender,12
4480,1,film contemporary political resonance illustrated winning family story,8
4481,1,portrait artist,2
4482,0,'s little self satisfied,4
4483,1,ever wondered would like smack middle war zone armed nothing camera oscar nominated documentary takes,15
4484,0,repugnant adaptation classic text since roland joff demi moore 's scarlet letter,12
4485,0,sterling film cross boys n't cry deliverance ode billy joe lies somewhere story matthew shepard film yet made,18
4486,0,although pastry violated nasty comedy pokes fun easy targets rowdy raunch fests farts boobs unmentionables without much success,18
4487,0,audience figure 's said filmmaker 's relative passivity make tough really care,12
4488,1,reveals important special talents put service others also shows deeply felt emotions draw people together across walls might otherwise separate,20
4489,0,ideas revolution 9 compelling execution,5
4490,0,ice age first computer generated feature cartoon feel like movies makes glacial pacing early,14
4491,0,rarely film graceless devoid merit one come along,8
4492,1,mostly intelligent engrossing psychologically resonant suspenser,6
4493,1,ub equally spoofs celebrates outre aspects 'black culture ' dorkier aspects 'white culture ' even points inseparable two,18
4494,1,cusack 's brilliant,3
4495,0,enough similarities gymkata howie long 's firestorm fingernails instinctively crawled towards long suffering eyeballs,14
4496,0,blood work laughable solemnity tries pump life overworked elements eastwood 's dirty harry period,14
4497,0,though rude crude film deliver gut busting laughs digs modern society things 've seen,14
4498,1,smart taut,2
4499,1,solondz creates effective moments discomfort character viewer alike,8
4500,0,sequel plays like flimsy excuse give blade fans another look wesley snipes ' iconic hero battle dozens bad guys,19
4501,1,emotionally strong politically potent piece cinema,6
4502,0,shot like postcard overacted boozy self indulgence brings worst otherwise talented actors,12
4503,0,tedious norwegian offering somehow snagged oscar nomination,7
4504,1,cantet beautifully illuminates means sometimes inside looking times outside looking,10
4505,0,enigmatic film 's clever good 's conundrum worth solving,9
4506,1,standing haunting 's punk rock music used video medium could use spirit perception conviction,14
4507,0,'s hard believe something short could flabby,7
4508,1,like precious finely cut diamond magnificent behold sparkling beauty yet reality 's one tough rock,15
4509,1,drama played aching beauty truth brings tears eyes,8
4510,0,believe silberling best intentions n't restraint fully realize,8
4511,0,comedy premises often hackneyed plain crude calculated provoke shocked laughter without following deeper level,14
4512,1,'s stitched together energy intelligence verve enhanced surplus vintage archive footage,11
4513,1,production values highest performances attractive without memorable,7
4514,1,monte cristo smartly emphasizes well wrought story omits needless chase scenes swordfights revenge unfolds,14
4515,0,sade achieves near impossible turns marquis de sade dullard,9
4516,1,film gets close chimps way goodall serious minded patience respect affection,11
4517,0,sheridan seems terrified book 's irreverent energy scotches lan humor bile irony,12
4518,0,leads unmemorable despite several attempts lengthy dialogue scenes one eventually resents inhale gutter romancer 's secondhand material,17
4519,1,volatile dynamics female friendship subject unhurried low key film off hollywood seems positively french rhythms resonance,16
4520,1,new guy heart brain,4
4521,1,home movie sweet treasure something well worth time,8
4522,1,heels ring comes similarly morose humorless horror movie although flawed commended straight ahead approach creepiness,15
4523,0,markedly inactive film city conversational bordering confessional,7
4524,1,even botches enigma offers pleasure handsome well made entertainment,9
4525,0,collection whatever fills time unified whole,6
4526,0,often deadly boring strange reading classic whose witty dialogue treated baffling casual approach,13
4527,1,simone fun funky look artificial creation world thrives artificiality,9
4528,0,big build up payoff audience well characters messy murky unsatisfying,10
4529,1,couple things elevate glory ilk notably mere presence duvall,9
4530,0,completely predictable plot 'll swear 've seen even 've never come within mile longest yard,15
4531,0,overall tomfoolery like matter taste,5
4532,0,story redundancies young actors experienced sometimes inexpressive,7
4533,1,sort good natured fun found films like tremors eight legged freaks prime escapist fare,14
4534,1,thought provoking often funny drama isolation,6
4535,0,whole mess boils transparently hypocritical work feels though 's trying set women 's liberation movement back 20 years,18
4536,0,exaggerated enough parody gross out flicks college flicks even flicks general merely indulges worst elements,15
4537,1,schlocky creature feature something far stylish cerebral hence chillingly effective,10
4538,1,little eye best little horror movie 've seen years,9
4539,0,last three narcissists left earth compete others ' affections,9
4540,0,behan 's memoir great material film rowdy brawny lyrical best irish sense sheridan settled lugubrious romance,16
4541,1,heartbreaking heartwarming simple fable done artless sytle 's tremendously moving,10
4542,0,'s bad sign 're rooting film hurry get subjects ' deaths documentary 's indicative uncompelling movie unless happens cover particular area interest,22
4543,1,manages delight without much story,5
4544,1,movie proclaim truth two love struck somebodies permits time space convince us,12
4545,0,characteristically engorged sloppy coming of age movie,7
4546,1,thoughtful surprisingly affecting portrait screwed up man dared mess powerful people seen eyes idealistic kid chooses champion ultimately losing cause,20
4547,1,mark respectable summer blockbuster one two things unadulterated thrills genuine laughs,11
4548,0,'abandon hope ye enter ' definitely let dante 's gloomy words guide,12
4549,1,great fun sports aficionados ordinary louts whose idea exercise climbing steps stadium seat megaplex,14
4550,1,'s scariest guy 'll see summer,6
4551,1,satisfyingly scarifying fresh old fashioned time,6
4552,0,purports hollywood satire winds kind film target something deeper engaging oh entertaining,12
4553,1,certain sense experimentation improvisation film may always work nevertheless compelling,10
4554,1,funny times poignant film director george hickenlooper takes place pasadena city people still read,14
4555,1,densely constructed highly referential film audacious return form comfortably sit among jean luc godard 's finest work,17
4556,0,respective charms sandra bullock hugh grant worn threadbare,8
4557,1,stabs absurdist comedy mostly humor sweet gentle occasionally cloying kind become iranian specialty,13
4558,1,immediacy intimacy sucks dares believe 's true,7
4559,1,amid new populist comedies underscore importance family tradition familial community one would hard pressed find movie bigger fatter heart barbershop,20
4560,1,perfectly respectable perfectly inoffensive easily forgettable film,7
4561,1,recent argentine film son bride reminded us feel good movie still show real heart time favor presents us action movie actually brain,22
4562,1,film 's real appeal wo n't clooney fans adventure buffs moviegoers enjoy thinking compelling questions easy answers,17
4563,0,100 minute movie 25 minutes decent material,7
4564,0,become apparent franchise 's best years long past,8
4565,1,beating austin powers films game blaxploitation spoof downplays raunch favor gags rely strength cleverness opposed extent outrageousness,17
4566,1,uses figures real life story portray film result powerful naturally dramatic piece low budget filmmaking,15
4567,0,jacquot 's rendering puccini 's tale devotion double cross filmed opera first stab form jacquot takes slightly anarchic approach works sporadically,21
4568,0,none violates letter behan 's book missing spirit ribald full throated humor,12
4569,0,thing breaks new ground treads old turf like hippopotamus ballerina,10
4570,1,jerky hand held camera documentary feel bloody sunday sobering recount bleak day derry,13
4571,0,two tedious acts light great scares good surprise ending,9
4572,1,wife actress moments looking comic effects jealousy end though mildly amusing could much,13
4573,1,grown up quibbles beside point little girls understand mccracken knows 's matters,12
4574,0,cherry orchard badly edited often awkwardly directed suffers addition wholly unnecessary pre credit sequence designed give characters 'back story ',20
4575,0,excitement comes credits finally roll get leave theater,8
4576,1,though frodo 's quest remains unfulfilled hardy group determined new zealanders proved creative mettle,14
4577,1,mostly martha mostly unsurprising 's still sweet even delectable diversion,10
4578,1,beautiful watch holds certain charm,5
4579,1,jeffs created breathtakingly assured stylish work spare dialogue acute expressiveness,10
4580,1,quite simply joy watch especially listen,6
4581,0,tuxedo actually suit would fit chan like 99 bargain basement special,11
4582,1,heroic tale persistence sure win viewers ' hearts,8
4583,1,begins like docu drama builds multi character story flourish,9
4584,1,'s fine focused piece work reopens interesting controversy never succumbs sensationalism,11
4585,1,end thing audience like beatrice watchful affection monster,8
4586,1,modest straight ahead standards undisputed scores direct hit,8
4587,0,somehow 're meant buy doting mother would shun kids travel one dangerous parts world fatigues become g jane,18
4588,0,ms phoenix completely lacking charm charisma unable project either esther 's initial anomie eventual awakening,15
4589,1,much storytelling moves away solondz 's social critique casting audience intellectual lector contemplation auteur 's professional injuries,17
4590,1,graham greene 's novel colonialism empire elevated michael caine 's performance weary journalist changing world,15
4591,1,intelligent romantic thriller old school kind quality,7
4592,1,fresh raw like blown out vein narc takes walking dead cop flick subgenre beats new life,16
4593,0,boasting poorly staged lit action memory impostor close get imitation movie,11
4594,1,touch,1
4595,0,smash 'em up crash 'em up shoot 'em up ending comes nowhere substituting mayhem suspense,15
4596,1,worth effort watch,3
4597,1,may great piece filmmaking power comes soul's eye view well meaning patronizing masked social injustice least represented case,18
4598,1,swashbuckling tale love betrayal revenge faith,6
4599,1,many misses hits ultimately finds humor foibles human behavior 's welcome return roots genre depend surprises,16
4600,1,davis funny charming quirky feature film acting debut amy,9
4601,0,'carente de imaginaci n mal dirigida peor actuada y sin un pice de romance es una verdadera p rdida de tiempo y dinero ',24
4602,0,festers dungpile 'd swear watching monkeys flinging feces,8
4603,1,capturing understated comedic agony ever ruminating genteel yet decadent aristocracy longer pay bills film could well addressing turn 20th century 21st,21
4604,0,bogdanich unashamedly pro serbian makes little attempt give voice side,10
4605,0,tells shows,2
4606,1,one war movies focuses human interaction rather battle action sequences 's stronger,12
4607,1,'bowling columbine ' michael moore gives us perfect starting point national conversation guns violence fear,15
4608,0,seems even uselessly redundant shamelessly money grubbing third rate horror sequels,11
4609,1,spider man better summer blockbuster endure last summer hopefully sets tone summer good stuff 're comic fan ca n't miss 're 'll still good time,25
4610,1,memorable experience like many works presents weighty issues colorfully wrapped idiosyncratic strain kitschy goodwill,14
4611,0,film seems dead weight lack pace kills although movie cancer might apt,12
4612,1,definition 'small ' movie good stepping stone director sprecher,9
4613,1,ambitious project fairly inexperienced filmmaker good actors good poetry good music help sustain,13
4614,0,thing swept away one hour thirty three minutes spent watching waste time,12
4615,0,picture primer happens lack know how mixes lack give a damn,11
4616,0,tiny little jokes nary original idea sappy ethnic sleeper proves blockbusters pollute summer movie pool,15
4617,1,maintains interest end even leaves lingering animated thoughts,8
4618,1,'s filmmakers ' post camp comprehension made old time b movies good bad makes eight legged freaks perfectly entertaining summer diversion,21
4619,1,skillfully weaves elements plot powerfully evocative mood combining heated sexuality haunting sense malaise,13
4620,1,half submarine flick half ghost story one criminally neglected film,10
4621,1,adams four scriptwriters takes care characters believable feel feel,9
4622,0,film thrown together feel summer camp talent show hastily written underrehearsed arbitrarily plotted filled crude humor vulgar innuendo,18
4623,0,without shakespeare 's eloquent language update dreary sluggish,8
4624,0,exceptionally dreary overwrought bit work every bit imperious katzenberg 's prince egypt 1998,13
4625,0,'s loud boring watching like trapped bad rock concert,9
4626,1,hollywood sheen bedevils film beginning lohman 's moist deeply emotional eyes shine bogus veneer,14
4627,0,77 minutes pokemon may last 4ever seems like wish celebi could take back time saw movie could skip,18
4628,0,whatever warning kids dangers ouija boards someone dispense advice film directors,11
4629,1,offers much enjoy lot mull terms love loyalty nature staying friends,11
4630,1,trinity assembly approaches endeavor shocking lack irony george ratliff 's documentary hell house reflects earnestness makes terrifying film,18
4631,1,standards knucklehead swill hot chick pretty damned funny,8
4632,0,professionally speaking 's tempting jump ship january avoid ridiculous schlock like shoddy suspense thriller,14
4633,1,mordantly funny intimately knowing,4
4634,0,friday next problem next friday 's called 's chris tucker need,11
4635,0,never quite transcends jokester status punchline n't live barry 's dead eyed perfectly chilled delivery,15
4636,1,'s smartly directed grown up film ideas,7
4637,1,haynes maintain dismantle facades genre character construct wonderous accomplishment veracity narrative grace,12
